Sentiment Trend

Positive
Date,Count
"2023-01-08 00:00:00",182,
"2023-01-09 00:00:00",638,
"2023-01-10 00:00:00",278,
"2023-01-11 00:00:00",804,
"2023-01-12 00:00:00",960,
"2023-01-13 00:00:00",298,
"2023-01-14 00:00:00",489,
"2023-01-15 00:00:00",197,
"2023-01-16 00:00:00",798,
"2023-01-17 00:00:00",221,
"2023-01-18 00:00:00",297,
"2023-01-19 00:00:00",1634,
"2023-01-20 00:00:00",569,
"2023-01-21 00:00:00",692,
"2023-01-22 00:00:00",210,
"2023-01-23 00:00:00",493,
"2023-01-24 00:00:00",593,
"2023-01-25 00:00:00",170,
"2023-01-26 00:00:00",1026,
"2023-01-27 00:00:00",232,
"2023-01-28 00:00:00",1069,
"2023-01-29 00:00:00",554,
"2023-01-30 00:00:00",191,
"2023-01-31 00:00:00",289,
"2023-02-01 00:00:00",848,
"2023-02-02 00:00:00",673,
"2023-02-03 00:00:00",637,
"2023-02-04 00:00:00",155,
"2023-02-05 00:00:00",192,
"2023-02-06 00:00:00",1024,
"2023-02-07 00:00:00",394,
"2023-02-08 00:00:00",878,
"2023-02-09 00:00:00",782,
"2023-02-10 00:00:00",744,
"2023-02-11 00:00:00",277,
"2023-02-12 00:00:00",619,
"2023-02-13 00:00:00",247,
"2023-02-14 00:00:00",888,
"2023-02-15 00:00:00",858,
"2023-02-16 00:00:00",861,
"2023-02-17 00:00:00",387,
"2023-02-18 00:00:00",313,
"2023-02-19 00:00:00",1267,
"2023-02-20 00:00:00",636,
"2023-02-21 00:00:00",204,
"2023-02-22 00:00:00",196,
"2023-02-23 00:00:00",716,
"2023-02-24 00:00:00",259,
"2023-02-25 00:00:00",1134,
"2023-02-26 00:00:00",760,
"2023-02-27 00:00:00",586,
"2023-02-28 00:00:00",171,
"2023-03-01 00:00:00",768,
"2023-03-02 00:00:00",288,
"2023-03-03 00:00:00",631,
"2023-03-04 00:00:00",145,
"2023-03-05 00:00:00",891,
"2023-03-06 00:00:00",877,
"2023-03-07 00:00:00",195,
"2023-03-08 00:00:00",544,
"2023-03-09 00:00:00",186,
"2023-03-10 00:00:00",140,
"2023-03-11 00:00:00",509,
"2023-03-12 00:00:00",226,
"2023-03-13 00:00:00",503,
"2023-03-14 00:00:00",159,
"2023-03-15 00:00:00",547,
"2023-03-16 00:00:00",310,
"2023-03-17 00:00:00",370,
"2023-03-18 00:00:00",880,
"2023-03-19 00:00:00",315,
"2023-03-20 00:00:00",201,
"2023-03-21 00:00:00",615,
"2023-03-22 00:00:00",739,
"2023-03-23 00:00:00",304,
"2023-03-24 00:00:00",692,
"2023-03-25 00:00:00",311,
"2023-03-26 00:00:00",946,
"2023-03-27 00:00:00",554,
"2023-03-28 00:00:00",502,
"2023-03-29 00:00:00",193,
"2023-03-30 00:00:00",1361,
"2023-03-31 00:00:00",1029,
"2023-04-01 00:00:00",236,
"2023-04-02 00:00:00",111,
"2023-04-03 00:00:00",217,
"2023-04-04 00:00:00",687,
"2023-04-05 00:00:00",615,
"2023-04-06 00:00:00",328,
"2023-04-07 00:00:00",781,
"2023-04-08 00:00:00",316,
"2023-04-09 00:00:00",1394,
"2023-04-10 00:00:00",337,
"2023-04-11 00:00:00",651,
"2023-04-12 00:00:00",562,
"2023-04-13 00:00:00",556,
"2023-04-14 00:00:00",418,
"2023-04-15 00:00:00",1919,
"2023-04-16 00:00:00",383,
"2023-04-17 00:00:00",185,
"2023-04-18 00:00:00",1087,
"2023-04-19 00:00:00",444,
"2023-04-20 00:00:00",430,
"2023-04-21 00:00:00",789,
"2023-04-22 00:00:00",175,
"2023-04-23 00:00:00",1540,
"2023-04-24 00:00:00",496,
"2023-04-25 00:00:00",1275,
"2023-04-26 00:00:00",345,
"2023-04-27 00:00:00",1654,
"2023-04-28 00:00:00",847,
"2023-04-29 00:00:00",160,
"2023-04-30 00:00:00",264,
"2023-05-01 00:00:00",1767,
"2023-05-02 00:00:00",334,
"2023-05-03 00:00:00",1247,
"2023-05-04 00:00:00",475,
"2023-05-05 00:00:00",1570,
"2023-05-06 00:00:00",639,
"2023-05-07 00:00:00",1606,
"2023-05-08 00:00:00",375,
"2023-05-09 00:00:00",1499,
"2023-05-10 00:00:00",884,
"2023-05-11 00:00:00",2936,
"2023-05-12 00:00:00",979,
"2023-05-13 00:00:00",459,
"2023-05-14 00:00:00",4964,
"2023-05-15 00:00:00",1250,
"2023-05-16 00:00:00",697,
"2023-05-17 00:00:00",1920,
"2023-05-18 00:00:00",570,
"2023-05-19 00:00:00",1870,
"2023-05-20 00:00:00",737,
"2023-05-21 00:00:00",1917,
"2023-05-22 00:00:00",853,
"2023-05-23 00:00:00",2741,
"2023-05-24 00:00:00",1046,
"2023-05-25 00:00:00",2783,
"2023-05-26 00:00:00",1288,
"2023-05-27 00:00:00",4214,
"2023-05-28 00:00:00",3207,
"2023-05-29 00:00:00",4967,
"2023-05-30 00:00:00",1251,
"2023-05-31 00:00:00",382,
"2023-06-01 00:00:00",437,
"2023-06-02 00:00:00",205,
"2023-06-03 00:00:00",162,
"2023-06-04 00:00:00",414,
"2023-06-05 00:00:00",171,
"2023-06-06 00:00:00",113,
"2023-06-07 00:00:00",133,
"2023-06-08 00:00:00",145,
"2023-06-09 00:00:00",139,
"2023-06-10 00:00:00",142,
"2023-06-11 00:00:00",291,
"2023-06-12 00:00:00",136,
"2023-06-13 00:00:00",164,
"2023-06-14 00:00:00",266,
"2023-06-15 00:00:00",374,
"2023-06-16 00:00:00",125,
"2023-06-17 00:00:00",84,
"2023-06-18 00:00:00",62,
"2023-06-19 00:00:00",197,
"2023-06-20 00:00:00",129,
"2023-06-21 00:00:00",1061,
"2023-06-22 00:00:00",1263,
"2023-06-23 00:00:00",938,
"2023-06-24 00:00:00",244,
"2023-06-25 00:00:00",183,
"2023-06-26 00:00:00",257,
"2023-06-27 00:00:00",344,
"2023-06-28 00:00:00",341,
"2023-06-29 00:00:00",306,
"2023-06-30 00:00:00",638,
"2023-07-01 00:00:00",313,
"2023-07-02 00:00:00",305,
"2023-07-03 00:00:00",519,
"2023-07-04 00:00:00",206,
"2023-07-05 00:00:00",598,
"2023-07-06 00:00:00",480,
"2023-07-07 00:00:00",229,
"2023-07-08 00:00:00",418,
"2023-07-09 00:00:00",240,
"2023-07-10 00:00:00",241,
"2023-07-11 00:00:00",172,
"2023-07-12 00:00:00",403,
"2023-07-13 00:00:00",335,
"2023-07-14 00:00:00",339,
"2023-07-15 00:00:00",242,
"2023-07-16 00:00:00",151,
"2023-07-17 00:00:00",151,
"2023-07-18 00:00:00",121,
"2023-07-19 00:00:00",141,
"2023-07-20 00:00:00",173,
"2023-07-21 00:00:00",310,
"2023-07-22 00:00:00",126,
"2023-07-23 00:00:00",61,
"2023-07-24 00:00:00",69,
"2023-07-25 00:00:00",1068,
"2023-07-26 00:00:00",681,
"2023-07-27 00:00:00",403,
"2023-07-28 00:00:00",337,
"2023-07-29 00:00:00",76,
"2023-07-30 00:00:00",80,
"2023-07-31 00:00:00",77,
"2023-08-01 00:00:00",87,
"2023-08-02 00:00:00",76,
"2023-08-03 00:00:00",91,
"2023-08-04 00:00:00",78,
"2023-08-05 00:00:00",82,
"2023-08-06 00:00:00",46,
"2023-08-07 00:00:00",92,
"2023-08-08 00:00:00",118,
"2023-08-09 00:00:00",240,
"2023-08-10 00:00:00",209,
"2023-08-11 00:00:00",153,
"2023-08-12 00:00:00",108,
"2023-08-13 00:00:00",145,
"2023-08-14 00:00:00",193,
"2023-08-15 00:00:00",206,
"2023-08-16 00:00:00",184,
"2023-08-17 00:00:00",284,
"2023-08-18 00:00:00",143,
"2023-08-19 00:00:00",104,
"2023-08-20 00:00:00",63,
"2023-08-21 00:00:00",95,
"2023-08-22 00:00:00",297,
"2023-08-23 00:00:00",207,
"2023-08-24 00:00:00",126,
"2023-08-25 00:00:00",124,
"2023-08-26 00:00:00",177,
"2023-08-27 00:00:00",52,
"2023-08-28 00:00:00",47,
"2023-08-29 00:00:00",125,
"2023-08-30 00:00:00",68,
"2023-08-31 00:00:00",203,
"2023-09-01 00:00:00",101,
"2023-09-02 00:00:00",84,
"2023-09-03 00:00:00",176,
"2023-09-04 00:00:00",112,
"2023-09-05 00:00:00",111,
"2023-09-06 00:00:00",99,
"2023-09-07 00:00:00",164,
"2023-09-08 00:00:00",90,
"2023-09-09 00:00:00",114,
"2023-09-10 00:00:00",35,
"2023-09-11 00:00:00",170,
"2023-09-12 00:00:00",168,
"2023-09-13 00:00:00",110,
"2023-09-14 00:00:00",129,
"2023-09-15 00:00:00",66,
"2023-09-16 00:00:00",52,
"2023-09-17 00:00:00",64,
"2023-09-18 00:00:00",162,
"2023-09-19 00:00:00",191,
"2023-09-20 00:00:00",160,
"2023-09-21 00:00:00",137,
"2023-09-22 00:00:00",206,
"2023-09-23 00:00:00",183,
"2023-09-24 00:00:00",135,
"2023-09-25 00:00:00",191,
"2023-09-26 00:00:00",344,
"2023-09-27 00:00:00",381,
"2023-09-28 00:00:00",230,
"2023-09-29 00:00:00",130,
"2023-09-30 00:00:00",232,
"2023-10-01 00:00:00",1607,
"2023-10-02 00:00:00",1040,
"2023-10-03 00:00:00",637,
"2023-10-04 00:00:00",816,
"2023-10-05 00:00:00",484,
"2023-10-06 00:00:00",263,
"2023-10-07 00:00:00",193,
"2023-10-08 00:00:00",1079,
"2023-10-09 00:00:00",454,
"2023-10-10 00:00:00",176,
"2023-10-11 00:00:00",387,
"2023-10-12 00:00:00",204,
"2023-10-13 00:00:00",145,
"2023-10-14 00:00:00",331,
"2023-10-15 00:00:00",119,
"2023-10-16 00:00:00",248,
"2023-10-17 00:00:00",725,
"2023-10-18 00:00:00",438,
"2023-10-19 00:00:00",562,
"2023-10-20 00:00:00",0,

Negative
Date,Count
"2022-10-18 00:00:00",287,
"2022-10-19 00:00:00",73,
"2022-10-20 00:00:00",28,
"2022-10-21 00:00:00",94,
"2022-10-22 00:00:00",172,
"2022-10-23 00:00:00",45,
"2022-10-24 00:00:00",239,
"2022-10-25 00:00:00",90,
"2022-10-26 00:00:00",84,
"2022-10-27 00:00:00",39,
"2022-10-28 00:00:00",208,
"2022-10-29 00:00:00",50,
"2022-10-30 00:00:00",71,
"2022-10-31 00:00:00",31,
"2022-11-01 00:00:00",149,
"2022-11-02 00:00:00",250,
"2022-11-03 00:00:00",79,
"2022-11-04 00:00:00",120,
"2022-11-05 00:00:00",89,
"2022-11-06 00:00:00",25,
"2022-11-07 00:00:00",202,
"2022-11-08 00:00:00",82,
"2022-11-09 00:00:00",131,
"2022-11-10 00:00:00",73,
"2022-11-11 00:00:00",115,
"2022-11-12 00:00:00",178,
"2022-11-13 00:00:00",57,
"2022-11-14 00:00:00",150,
"2022-11-15 00:00:00",80,
"2022-11-16 00:00:00",129,
"2022-11-17 00:00:00",34,
"2022-11-18 00:00:00",111,
"2022-11-19 00:00:00",31,
"2022-11-20 00:00:00",52,
"2022-11-21 00:00:00",142,
"2022-11-22 00:00:00",77,
"2022-11-23 00:00:00",110,
"2022-11-24 00:00:00",59,
"2022-11-25 00:00:00",84,
"2022-11-26 00:00:00",57,
"2022-11-27 00:00:00",79,
"2022-11-28 00:00:00",146,
"2022-11-29 00:00:00",69,
"2022-11-30 00:00:00",312,
"2022-12-01 00:00:00",301,
"2022-12-02 00:00:00",194,
"2022-12-03 00:00:00",56,
"2022-12-04 00:00:00",80,
"2022-12-05 00:00:00",151,
"2022-12-06 00:00:00",40,
"2022-12-07 00:00:00",150,
"2022-12-08 00:00:00",103,
"2022-12-09 00:00:00",25,
"2022-12-10 00:00:00",214,
"2022-12-11 00:00:00",117,
"2022-12-12 00:00:00",87,
"2022-12-13 00:00:00",170,
"2022-12-14 00:00:00",337,
"2022-12-15 00:00:00",87,
"2022-12-16 00:00:00",229,
"2022-12-17 00:00:00",44,
"2022-12-18 00:00:00",184,
"2022-12-19 00:00:00",25,
"2022-12-20 00:00:00",38,
"2022-12-21 00:00:00",338,
"2022-12-22 00:00:00",71,
"2022-12-23 00:00:00",125,
"2022-12-24 00:00:00",30,
"2022-12-25 00:00:00",237,
"2022-12-26 00:00:00",42,
"2022-12-27 00:00:00",101,
"2022-12-28 00:00:00",44,
"2022-12-29 00:00:00",140,
"2022-12-30 00:00:00",31,
"2022-12-31 00:00:00",14,
"2023-01-01 00:00:00",167,
"2023-01-02 00:00:00",58,
"2023-01-03 00:00:00",272,
"2023-01-04 00:00:00",95,
"2023-01-05 00:00:00",115,
"2023-01-06 00:00:00",34,
"2023-01-07 00:00:00",87,
"2023-01-08 00:00:00",30,
"2023-01-09 00:00:00",88,
"2023-01-10 00:00:00",47,
"2023-01-11 00:00:00",140,
"2023-01-12 00:00:00",289,
"2023-01-13 00:00:00",50,
"2023-01-14 00:00:00",68,
"2023-01-15 00:00:00",26,
"2023-01-16 00:00:00",91,
"2023-01-17 00:00:00",27,
"2023-01-18 00:00:00",50,
"2023-01-19 00:00:00",328,
"2023-01-20 00:00:00",163,
"2023-01-21 00:00:00",139,
"2023-01-22 00:00:00",50,
"2023-01-23 00:00:00",140,
"2023-01-24 00:00:00",291,
"2023-01-25 00:00:00",62,
"2023-01-26 00:00:00",310,
"2023-01-27 00:00:00",101,
"2023-01-28 00:00:00",304,
"2023-01-29 00:00:00",177,
"2023-01-30 00:00:00",96,
"2023-01-31 00:00:00",55,
"2023-02-01 00:00:00",154,
"2023-02-02 00:00:00",101,
"2023-02-03 00:00:00",160,
"2023-02-04 00:00:00",43,
"2023-02-05 00:00:00",37,
"2023-02-06 00:00:00",326,
"2023-02-07 00:00:00",92,
"2023-02-08 00:00:00",379,
"2023-02-09 00:00:00",233,
"2023-02-10 00:00:00",179,
"2023-02-11 00:00:00",48,
"2023-02-12 00:00:00",130,
"2023-02-13 00:00:00",102,
"2023-02-14 00:00:00",266,
"2023-02-15 00:00:00",124,
"2023-02-16 00:00:00",65,
"2023-02-17 00:00:00",40,
"2023-02-18 00:00:00",65,
"2023-02-19 00:00:00",99,
"2023-02-20 00:00:00",48,
"2023-02-21 00:00:00",21,
"2023-02-22 00:00:00",13,
"2023-02-23 00:00:00",161,
"2023-02-24 00:00:00",34,
"2023-02-25 00:00:00",258,
"2023-02-26 00:00:00",191,
"2023-02-27 00:00:00",236,
"2023-02-28 00:00:00",77,
"2023-03-01 00:00:00",113,
"2023-03-02 00:00:00",57,
"2023-03-03 00:00:00",303,
"2023-03-04 00:00:00",81,
"2023-03-05 00:00:00",362,
"2023-03-06 00:00:00",421,
"2023-03-07 00:00:00",91,
"2023-03-08 00:00:00",116,
"2023-03-09 00:00:00",47,
"2023-03-10 00:00:00",41,
"2023-03-11 00:00:00",72,
"2023-03-12 00:00:00",37,
"2023-03-13 00:00:00",296,
"2023-03-14 00:00:00",129,
"2023-03-15 00:00:00",150,
"2023-03-16 00:00:00",59,
"2023-03-17 00:00:00",165,
"2023-03-18 00:00:00",325,
"2023-03-19 00:00:00",127,
"2023-03-20 00:00:00",72,
"2023-03-21 00:00:00",230,
"2023-03-22 00:00:00",95,
"2023-03-23 00:00:00",96,
"2023-03-24 00:00:00",134,
"2023-03-25 00:00:00",51,
"2023-03-26 00:00:00",99,
"2023-03-27 00:00:00",279,
"2023-03-28 00:00:00",183,
"2023-03-29 00:00:00",61,
"2023-03-30 00:00:00",268,
"2023-03-31 00:00:00",172,
"2023-04-01 00:00:00",30,
"2023-04-02 00:00:00",8,
"2023-04-03 00:00:00",45,
"2023-04-04 00:00:00",174,
"2023-04-05 00:00:00",148,
"2023-04-06 00:00:00",60,
"2023-04-07 00:00:00",275,
"2023-04-08 00:00:00",67,
"2023-04-09 00:00:00",126,
"2023-04-10 00:00:00",102,
"2023-04-11 00:00:00",118,
"2023-04-12 00:00:00",67,
"2023-04-13 00:00:00",38,
"2023-04-14 00:00:00",25,
"2023-04-15 00:00:00",235,
"2023-04-16 00:00:00",46,
"2023-04-17 00:00:00",48,
"2023-04-18 00:00:00",170,
"2023-04-19 00:00:00",61,
"2023-04-20 00:00:00",23,
"2023-04-21 00:00:00",190,
"2023-04-22 00:00:00",73,
"2023-04-23 00:00:00",220,
"2023-04-24 00:00:00",65,
"2023-04-25 00:00:00",635,
"2023-04-26 00:00:00",317,
"2023-04-27 00:00:00",467,
"2023-04-28 00:00:00",276,
"2023-04-29 00:00:00",35,
"2023-04-30 00:00:00",55,
"2023-05-01 00:00:00",624,
"2023-05-02 00:00:00",228,
"2023-05-03 00:00:00",273,
"2023-05-04 00:00:00",107,
"2023-05-05 00:00:00",450,
"2023-05-06 00:00:00",154,
"2023-05-07 00:00:00",803,
"2023-05-08 00:00:00",139,
"2023-05-09 00:00:00",885,
"2023-05-10 00:00:00",476,
"2023-05-11 00:00:00",995,
"2023-05-12 00:00:00",414,
"2023-05-13 00:00:00",67,
"2023-05-14 00:00:00",1010,
"2023-05-15 00:00:00",258,
"2023-05-16 00:00:00",82,
"2023-05-17 00:00:00",548,
"2023-05-18 00:00:00",240,
"2023-05-19 00:00:00",919,
"2023-05-20 00:00:00",527,
"2023-05-21 00:00:00",1368,
"2023-05-22 00:00:00",654,
"2023-05-23 00:00:00",700,
"2023-05-24 00:00:00",150,
"2023-05-25 00:00:00",400,
"2023-05-26 00:00:00",229,
"2023-05-27 00:00:00",812,
"2023-05-28 00:00:00",636,
"2023-05-29 00:00:00",2181,
"2023-05-30 00:00:00",919,
"2023-05-31 00:00:00",352,
"2023-06-01 00:00:00",210,
"2023-06-02 00:00:00",80,
"2023-06-03 00:00:00",38,
"2023-06-04 00:00:00",47,
"2023-06-05 00:00:00",52,
"2023-06-06 00:00:00",36,
"2023-06-07 00:00:00",55,
"2023-06-08 00:00:00",65,
"2023-06-09 00:00:00",65,
"2023-06-10 00:00:00",59,
"2023-06-11 00:00:00",43,
"2023-06-12 00:00:00",44,
"2023-06-13 00:00:00",125,
"2023-06-14 00:00:00",119,
"2023-06-15 00:00:00",51,
"2023-06-16 00:00:00",38,
"2023-06-17 00:00:00",27,
"2023-06-18 00:00:00",39,
"2023-06-19 00:00:00",69,
"2023-06-20 00:00:00",36,
"2023-06-21 00:00:00",164,
"2023-06-22 00:00:00",599,
"2023-06-23 00:00:00",230,
"2023-06-24 00:00:00",32,
"2023-06-25 00:00:00",31,
"2023-06-26 00:00:00",51,
"2023-06-27 00:00:00",67,
"2023-06-28 00:00:00",105,
"2023-06-29 00:00:00",51,
"2023-06-30 00:00:00",93,
"2023-07-01 00:00:00",64,
"2023-07-02 00:00:00",111,
"2023-07-03 00:00:00",112,
"2023-07-04 00:00:00",37,
"2023-07-05 00:00:00",129,
"2023-07-06 00:00:00",129,
"2023-07-07 00:00:00",68,
"2023-07-08 00:00:00",131,
"2023-07-09 00:00:00",44,
"2023-07-10 00:00:00",34,
"2023-07-11 00:00:00",26,
"2023-07-12 00:00:00",53,
"2023-07-13 00:00:00",30,
"2023-07-14 00:00:00",103,
"2023-07-15 00:00:00",47,
"2023-07-16 00:00:00",31,
"2023-07-17 00:00:00",35,
"2023-07-18 00:00:00",29,
"2023-07-19 00:00:00",17,
"2023-07-20 00:00:00",38,
"2023-07-21 00:00:00",20,
"2023-07-22 00:00:00",13,
"2023-07-23 00:00:00",7,
"2023-07-24 00:00:00",21,
"2023-07-25 00:00:00",392,
"2023-07-26 00:00:00",133,
"2023-07-27 00:00:00",73,
"2023-07-28 00:00:00",46,
"2023-07-29 00:00:00",9,
"2023-07-30 00:00:00",9,
"2023-07-31 00:00:00",18,
"2023-08-01 00:00:00",17,
"2023-08-02 00:00:00",18,
"2023-08-03 00:00:00",31,
"2023-08-04 00:00:00",19,
"2023-08-05 00:00:00",15,
"2023-08-06 00:00:00",31,
"2023-08-07 00:00:00",20,
"2023-08-08 00:00:00",15,
"2023-08-09 00:00:00",91,
"2023-08-10 00:00:00",35,
"2023-08-11 00:00:00",43,
"2023-08-12 00:00:00",32,
"2023-08-13 00:00:00",28,
"2023-08-14 00:00:00",30,
"2023-08-15 00:00:00",39,
"2023-08-16 00:00:00",120,
"2023-08-17 00:00:00",45,
"2023-08-18 00:00:00",16,
"2023-08-19 00:00:00",23,
"2023-08-20 00:00:00",10,
"2023-08-21 00:00:00",13,
"2023-08-22 00:00:00",41,
"2023-08-23 00:00:00",29,
"2023-08-24 00:00:00",65,
"2023-08-25 00:00:00",15,
"2023-08-26 00:00:00",37,
"2023-08-27 00:00:00",18,
"2023-08-28 00:00:00",6,
"2023-08-29 00:00:00",13,
"2023-08-30 00:00:00",20,
"2023-08-31 00:00:00",18,
"2023-09-01 00:00:00",26,
"2023-09-02 00:00:00",15,
"2023-09-03 00:00:00",32,
"2023-09-04 00:00:00",23,
"2023-09-05 00:00:00",22,
"2023-09-06 00:00:00",10,
"2023-09-07 00:00:00",25,
"2023-09-08 00:00:00",12,
"2023-09-09 00:00:00",12,
"2023-09-10 00:00:00",4,
"2023-09-11 00:00:00",11,
"2023-09-12 00:00:00",41,
"2023-09-13 00:00:00",16,
"2023-09-14 00:00:00",17,
"2023-09-15 00:00:00",5,
"2023-09-16 00:00:00",16,
"2023-09-17 00:00:00",7,
"2023-09-18 00:00:00",18,
"2023-09-19 00:00:00",10,
"2023-09-20 00:00:00",19,
"2023-09-21 00:00:00",14,
"2023-09-22 00:00:00",21,
"2023-09-23 00:00:00",9,
"2023-09-24 00:00:00",13,
"2023-09-25 00:00:00",30,
"2023-09-26 00:00:00",26,
"2023-09-27 00:00:00",65,
"2023-09-28 00:00:00",34,
"2023-09-29 00:00:00",51,
"2023-09-30 00:00:00",23,
"2023-10-01 00:00:00",384,
"2023-10-02 00:00:00",129,
"2023-10-03 00:00:00",67,
"2023-10-04 00:00:00",220,
"2023-10-05 00:00:00",75,
"2023-10-06 00:00:00",33,
"2023-10-07 00:00:00",21,
"2023-10-08 00:00:00",190,
"2023-10-09 00:00:00",74,
"2023-10-10 00:00:00",39,
"2023-10-11 00:00:00",20,
"2023-10-12 00:00:00",23,
"2023-10-13 00:00:00",20,
"2023-10-14 00:00:00",29,
"2023-10-15 00:00:00",14,
"2023-10-16 00:00:00",19,
"2023-10-17 00:00:00",112,
"2023-10-18 00:00:00",125,
"2023-10-19 00:00:00",52,
"2023-10-20 00:00:00",0,

